79	40	certificate	seed_danang_36_cert	approved	2026-05-27 04:12:17.130741+00	2026-06-23 08:03:18.38233+00
80	41	id_card_front	seed_danang_37_id	approved	2026-05-27 04:12:18.111144+00	2026-06-23 08:03:18.459411+00
81	41	certificate	seed_danang_37_cert	approved	2026-05-27 04:12:18.113201+00	2026-06-23 08:03:18.465756+00
82	42	id_card_front	seed_danang_38_id	approved	2026-05-27 04:12:19.61062+00	2026-06-23 08:03:18.538915+00
83	42	certificate	seed_danang_38_cert	approved	2026-05-27 04:12:19.612688+00	2026-06-23 08:03:18.543044+00
62	32	id_card_front	seed_danang_28_id	approved	2026-05-27 04:12:08.316822+00	2026-06-23 08:03:17.594634+00
63	32	certificate	seed_danang_28_cert	approved	2026-05-27 04:12:08.320302+00	2026-06-23 08:03:17.599313+00
84	43	id_card_front	seed_danang_39_id	approved	2026-05-27 04:12:20.608329+00	2026-06-23 08:03:18.646711+00
85	43	certificate	seed_danang_39_cert	approved	2026-05-27 04:12:20.610402+00	2026-06-23 08:03:18.651952+00
64	33	id_card_front	seed_danang_29_id	approved	2026-05-27 04:12:09.410951+00	2026-06-23 08:03:17.671288+00
\.


