137	33	6	610000.00	fixed	enabled
138	33	15	3260000.00	fixed	enabled
139	34	2	585000.00	fixed	enabled
140	34	4	685000.00	fixed	enabled
141	34	7	985000.00	fixed	enabled
142	34	16	8985000.00	fixed	enabled
143	35	3	420000.00	fixed	enabled
144	35	5	670000.00	fixed	enabled
145	35	9	470000.00	fixed	enabled
146	35	2	470000.00	fixed	enabled
147	36	4	595000.00	fixed	enabled
148	36	6	545000.00	fixed	enabled
149	36	8	395000.00	fixed	enabled
150	36	3	445000.00	fixed	enabled
151	37	5	720000.00	fixed	enabled
152	37	7	920000.00	fixed	enabled
153	37	10	320000.00	fixed	enabled
154	37	4	620000.00	fixed	enabled
155	38	6	595000.00	fixed	enabled
156	38	9	545000.00	fixed	enabled
157	38	11	74000.00	fixed	enabled
158	38	5	745000.00	fixed	enabled
159	39	7	970000.00	fixed	enabled
160	39	8	470000.00	fixed	enabled
161	39	14	8370000.00	fixed	enabled
162	39	6	620000.00	fixed	enabled
163	40	9	470000.00	fixed	enabled
164	40	10	270000.00	fixed	enabled
165	40	15	3170000.00	fixed	enabled
166	40	7	870000.00	fixed	enabled
167	41	8	425000.00	fixed	enabled
168	41	11	54000.00	fixed	enabled
169	41	16	8925000.00	fixed	enabled
170	42	10	350000.00	fixed	enabled
171	42	14	8350000.00	fixed	enabled
172	42	1	370000.00	fixed	enabled
173	43	11	104000.00	fixed	enabled
174	43	15	3275000.00	fixed	enabled
175	43	2	575000.00	fixed	enabled
176	44	14	8400000.00	fixed	enabled
177	44	16	9000000.00	fixed	enabled
178	44	3	550000.00	fixed	enabled
179	45	15	3200000.00	fixed	enabled
180	45	1	320000.00	fixed	enabled
181	45	4	600000.00	fixed	enabled
182	46	16	8925000.00	fixed	enabled
183	46	2	525000.00	fixed	enabled
184	46	5	725000.00	fixed	enabled
185	1	20	79000.00	fixed	enabled
186	2	20	89000.00	fixed	enabled
187	8	20	154000.00	fixed	enabled
188	9	14	8400000.00	fixed	enabled
189	10	15	3200000.00	fixed	enabled
190	11	20	89000.00	fixed	enabled
191	11	1	330000.00	fixed	enabled
192	12	14	8335000.00	fixed	enabled
193	12	2	535000.00	fixed	enabled
194	13	15	3260000.00	fixed	enabled
195	13	3	510000.00	fixed	enabled
196	14	20	164000.00	fixed	enabled
197	14	16	8985000.00	fixed	enabled
198	14	4	685000.00	fixed	enabled
199	15	14	8285000.00	fixed	enabled
200	15	1	305000.00	fixed	enabled
201	15	5	685000.00	fixed	enabled
202	16	20	89000.00	fixed	enabled
203	16	15	3210000.00	fixed	enabled
204	16	2	510000.00	fixed	enabled
205	16	6	560000.00	fixed	enabled
206	17	14	8320000.00	fixed	enabled
207	17	16	8920000.00	fixed	enabled
208	17	3	470000.00	fixed	enabled
209	17	9	520000.00	fixed	enabled
210	18	15	3245000.00	fixed	enabled
211	18	1	365000.00	fixed	enabled
212	18	4	645000.00	fixed	enabled
213	18	8	445000.00	fixed	enabled
214	19	16	8970000.00	fixed	enabled
215	19	2	570000.00	fixed	enabled
216	19	5	770000.00	fixed	enabled
217	19	10	370000.00	fixed	enabled
218	20	1	290000.00	fixed	enabled
219	20	3	420000.00	fixed	enabled
220	20	6	520000.00	fixed	enabled
221	20	11	29000.00	fixed	enabled
222	21	2	495000.00	fixed	enabled
223	21	4	595000.00	fixed	enabled
224	21	7	895000.00	fixed	enabled
225	21	20	74000.00	fixed	enabled
226	22	3	470000.00	fixed	enabled
227	22	5	720000.00	fixed	enabled
228	22	9	520000.00	fixed	enabled
229	22	14	8320000.00	fixed	enabled
230	23	4	675000.00	fixed	enabled
231	23	6	625000.00	fixed	enabled
232	23	8	475000.00	fixed	enabled
233	23	16	8975000.00	fixed	enabled
234	24	5	800000.00	fixed	enabled
235	24	7	1000000.00	fixed	enabled
236	24	10	400000.00	fixed	enabled
237	24	1	420000.00	fixed	enabled
238	25	6	550000.00	fixed	enabled
239	25	9	500000.00	fixed	enabled
240	25	11	29000.00	fixed	enabled
241	25	2	500000.00	fixed	enabled
242	26	7	925000.00	fixed	enabled
243	26	8	425000.00	fixed	enabled
244	26	20	104000.00	fixed	enabled
245	26	3	475000.00	fixed	enabled
246	27	9	550000.00	fixed	enabled
247	27	10	350000.00	fixed	enabled
248	27	14	8350000.00	fixed	enabled
249	27	4	650000.00	fixed	enabled
250	28	8	475000.00	fixed	enabled
251	28	11	104000.00	fixed	enabled
252	28	15	3275000.00	fixed	enabled
253	28	5	775000.00	fixed	enabled
254	29	10	385000.00	fixed	enabled
255	29	20	164000.00	fixed	enabled
256	29	16	8985000.00	fixed	enabled
257	29	7	985000.00	fixed	enabled
258	30	11	29000.00	fixed	enabled
259	30	1	305000.00	fixed	enabled
260	30	9	485000.00	fixed	enabled
261	31	20	89000.00	fixed	enabled
262	31	2	510000.00	fixed	enabled
263	31	8	410000.00	fixed	enabled
264	32	3	485000.00	fixed	enabled
265	32	10	335000.00	fixed	enabled
266	33	4	660000.00	fixed	enabled
267	33	11	89000.00	fixed	enabled
268	34	5	785000.00	fixed	enabled
269	34	20	164000.00	fixed	enabled
270	35	1	290000.00	fixed	enabled
271	35	6	520000.00	fixed	enabled
272	35	15	3170000.00	fixed	enabled
273	36	2	495000.00	fixed	enabled
274	36	7	895000.00	fixed	enabled
275	36	16	8895000.00	fixed	enabled
276	37	3	470000.00	fixed	enabled
277	37	9	520000.00	fixed	enabled
278	37	1	340000.00	fixed	enabled
279	38	4	645000.00	fixed	enabled
280	38	8	445000.00	fixed	enabled
281	38	2	545000.00	fixed	enabled
282	39	5	770000.00	fixed	enabled
283	39	10	370000.00	fixed	enabled
284	39	3	520000.00	fixed	enabled
285	40	6	520000.00	fixed	enabled
286	40	11	29000.00	fixed	enabled
287	40	4	570000.00	fixed	enabled
288	41	7	925000.00	fixed	enabled
289	41	20	104000.00	fixed	enabled
290	41	6	575000.00	fixed	enabled
291	42	9	550000.00	fixed	enabled
292	42	7	950000.00	fixed	enabled
293	43	8	475000.00	fixed	enabled
294	43	9	575000.00	fixed	enabled
295	44	10	400000.00	fixed	enabled
296	44	20	179000.00	fixed	enabled
297	44	8	500000.00	fixed	enabled
298	45	11	29000.00	fixed	enabled
299	45	14	8300000.00	fixed	enabled
300	45	10	300000.00	fixed	enabled
301	46	20	104000.00	fixed	enabled
302	46	15	3225000.00	fixed	enabled
303	46	11	54000.00	fixed	enabled
304	1	28	550000.00	fixed	enabled
305	1	29	500000.00	fixed	enabled
306	1	30	650000.00	fixed	enabled
307	1	31	750000.00	fixed	enabled
308	1	32	580000.00	fixed	enabled
309	1	36	380000.00	fixed	enabled
310	1	37	220000.00	fixed	enabled
311	1	38	850000.00	fixed	enabled
312	1	39	1950000.00	fixed	enabled
313	1	40	3900000.00	fixed	enabled
314	1	43	7800000.00	fixed	enabled
315	1	45	15000000.00	fixed	enabled
316	2	29	470000.00	fixed	enabled
317	2	33	150000.00	hourly	enabled
318	2	31	750000.00	fixed	enabled
319	2	27	380000.00	fixed	enabled
320	2	35	520000.00	fixed	enabled
321	2	34	420000.00	fixed	enabled
322	2	37	220000.00	fixed	enabled
323	2	38	890000.00	fixed	enabled
324	2	42	3400000.00	fixed	enabled
325	2	41	4800000.00	fixed	enabled
326	2	44	15500000.00	fixed	enabled
327	2	46	15000000.00	fixed	enabled
328	5	27	350000.00	fixed	enabled
329	5	29	450000.00	fixed	enabled
330	5	32	550000.00	fixed	enabled
331	5	34	400000.00	fixed	enabled
332	6	28	525000.00	fixed	enabled
333	6	30	625000.00	fixed	enabled
334	6	33	1225000.00	fixed	enabled
335	6	36	375000.00	fixed	enabled
336	7	29	500000.00	fixed	enabled
337	7	31	750000.00	fixed	enabled
338	7	35	550000.00	fixed	enabled
339	7	37	250000.00	fixed	enabled
340	8	30	675000.00	fixed	enabled
341	8	32	625000.00	fixed	enabled
342	8	34	475000.00	fixed	enabled
343	8	38	865000.00	fixed	enabled
344	9	31	800000.00	fixed	enabled
345	9	33	1300000.00	fixed	enabled
346	9	36	450000.00	fixed	enabled
347	9	41	4600000.00	fixed	enabled
348	10	32	550000.00	fixed	enabled
349	10	35	500000.00	fixed	enabled
350	10	37	200000.00	fixed	enabled
351	10	42	3200000.00	fixed	enabled
352	11	33	1210000.00	fixed	enabled
353	11	34	410000.00	fixed	enabled
354	11	38	800000.00	fixed	enabled
355	11	27	360000.00	fixed	enabled
356	12	35	535000.00	fixed	enabled
357	12	36	385000.00	fixed	enabled
358	12	41	4535000.00	fixed	enabled
359	12	28	535000.00	fixed	enabled
360	13	34	460000.00	fixed	enabled
361	13	37	260000.00	fixed	enabled
362	13	42	3260000.00	fixed	enabled
363	13	29	510000.00	fixed	enabled
364	14	36	435000.00	fixed	enabled
365	14	38	875000.00	fixed	enabled
366	14	43	7285000.00	fixed	enabled
367	14	30	685000.00	fixed	enabled
368	15	37	185000.00	fixed	enabled
369	15	41	4485000.00	fixed	enabled
370	15	27	335000.00	fixed	enabled
371	15	31	685000.00	fixed	enabled
372	16	38	800000.00	fixed	enabled
373	16	42	3210000.00	fixed	enabled
374	16	28	510000.00	fixed	enabled
375	16	32	560000.00	fixed	enabled
376	17	41	4520000.00	fixed	enabled
377	17	43	7220000.00	fixed	enabled
378	17	29	470000.00	fixed	enabled
379	17	35	520000.00	fixed	enabled
380	18	42	3245000.00	fixed	enabled
381	18	27	395000.00	fixed	enabled
382	18	30	645000.00	fixed	enabled
383	18	34	445000.00	fixed	enabled
384	19	43	7270000.00	fixed	enabled
385	19	28	570000.00	fixed	enabled
386	19	31	770000.00	fixed	enabled
387	19	36	420000.00	fixed	enabled
388	20	27	320000.00	fixed	enabled
389	20	29	420000.00	fixed	enabled
390	20	32	520000.00	fixed	enabled
391	20	37	170000.00	fixed	enabled
392	21	28	495000.00	fixed	enabled
393	21	30	595000.00	fixed	enabled
394	21	33	1195000.00	fixed	enabled
395	21	38	785000.00	fixed	enabled
396	22	29	470000.00	fixed	enabled
397	22	31	720000.00	fixed	enabled
398	22	35	520000.00	fixed	enabled
399	22	41	4520000.00	fixed	enabled
400	23	30	675000.00	fixed	enabled
401	23	32	625000.00	fixed	enabled
402	23	34	475000.00	fixed	enabled
403	23	43	7275000.00	fixed	enabled
404	24	31	800000.00	fixed	enabled
405	24	33	1300000.00	fixed	enabled
406	24	36	450000.00	fixed	enabled
407	24	27	450000.00	fixed	enabled
408	25	32	550000.00	fixed	enabled
409	25	35	500000.00	fixed	enabled
410	25	37	200000.00	fixed	enabled
411	25	28	500000.00	fixed	enabled
412	26	33	1225000.00	fixed	enabled
413	26	34	425000.00	fixed	enabled
414	26	38	815000.00	fixed	enabled
415	26	29	475000.00	fixed	enabled
416	27	35	550000.00	fixed	enabled
417	27	36	400000.00	fixed	enabled
418	27	41	4550000.00	fixed	enabled
419	27	30	650000.00	fixed	enabled
420	28	34	475000.00	fixed	enabled
421	28	37	275000.00	fixed	enabled
422	28	42	3275000.00	fixed	enabled
423	28	31	775000.00	fixed	enabled
424	29	36	435000.00	fixed	enabled
425	29	38	875000.00	fixed	enabled
426	29	43	7285000.00	fixed	enabled
427	29	33	1285000.00	fixed	enabled
428	30	37	185000.00	fixed	enabled
429	30	41	4485000.00	fixed	enabled
430	30	27	335000.00	fixed	enabled
431	30	35	485000.00	fixed	enabled
432	31	38	800000.00	fixed	enabled
433	31	42	3210000.00	fixed	enabled
434	31	28	510000.00	fixed	enabled
435	31	34	410000.00	fixed	enabled
436	32	41	4535000.00	fixed	enabled
437	32	43	7235000.00	fixed	enabled
438	32	29	485000.00	fixed	enabled
439	32	36	385000.00	fixed	enabled
440	33	42	3260000.00	fixed	enabled
441	33	27	410000.00	fixed	enabled
442	33	30	660000.00	fixed	enabled
443	33	37	260000.00	fixed	enabled
444	34	43	7285000.00	fixed	enabled
445	34	28	585000.00	fixed	enabled
446	34	31	785000.00	fixed	enabled
447	34	38	875000.00	fixed	enabled
448	35	27	320000.00	fixed	enabled
449	35	29	420000.00	fixed	enabled
450	35	32	520000.00	fixed	enabled
451	35	42	3170000.00	fixed	enabled
452	36	28	495000.00	fixed	enabled
453	36	30	595000.00	fixed	enabled
454	36	33	1195000.00	fixed	enabled
455	36	43	7195000.00	fixed	enabled
456	37	29	470000.00	fixed	enabled
457	37	31	720000.00	fixed	enabled
458	37	35	520000.00	fixed	enabled
459	37	27	370000.00	fixed	enabled
460	38	30	645000.00	fixed	enabled
461	38	32	595000.00	fixed	enabled
462	38	34	445000.00	fixed	enabled
463	38	28	545000.00	fixed	enabled
464	39	31	770000.00	fixed	enabled
465	39	33	1270000.00	fixed	enabled
466	39	36	420000.00	fixed	enabled
467	39	29	520000.00	fixed	enabled
468	40	32	520000.00	fixed	enabled
469	40	35	470000.00	fixed	enabled
470	40	37	170000.00	fixed	enabled
471	40	30	570000.00	fixed	enabled
472	41	33	1225000.00	fixed	enabled
473	41	34	425000.00	fixed	enabled
474	41	38	815000.00	fixed	enabled
475	41	32	575000.00	fixed	enabled
476	42	35	550000.00	fixed	enabled
477	42	36	400000.00	fixed	enabled
478	42	41	4550000.00	fixed	enabled
479	42	33	1250000.00	fixed	enabled
480	43	34	475000.00	fixed	enabled
481	43	37	275000.00	fixed	enabled
482	43	42	3275000.00	fixed	enabled
483	43	35	575000.00	fixed	enabled
484	44	36	450000.00	fixed	enabled
485	44	38	890000.00	fixed	enabled
486	44	43	7300000.00	fixed	enabled
487	44	34	500000.00	fixed	enabled
488	45	37	200000.00	fixed	enabled
489	45	41	4500000.00	fixed	enabled
490	45	27	350000.00	fixed	enabled
491	45	36	350000.00	fixed	enabled
492	46	38	815000.00	fixed	enabled
493	46	42	3225000.00	fixed	enabled
494	46	28	525000.00	fixed	enabled
495	46	37	225000.00	fixed	enabled
\.


